lon,lat,PGA-0.0137,PGA-0.0098,PGA-0.0021,PGA-0.001,PGA-0.0003,PGA-0.0001,SA(0.3)-0.0137,SA(0.3)-0.0098,SA(0.3)-0.0021,SA(0.3)-0.001,SA(0.3)-0.0003,SA(0.3)-0.0001,SA(0.6)-0.0137,SA(0.6)-0.0098,SA(0.6)-0.0021,SA(0.6)-0.001,SA(0.6)-0.0003,SA(0.6)-0.0001,SA(1.0)-0.0137,SA(1.0)-0.0098,SA(1.0)-0.0021,SA(1.0)-0.001,SA(1.0)-0.0003,SA(1.0)-0.0001,SA(1.5)-0.0137,SA(1.5)-0.0098,SA(1.5)-0.0021,SA(1.5)-0.001,SA(1.5)-0.0003,SA(1.5)-0.0001
22.97978,40.65523,0.112,0.137,0.287,0.386,0.548,0.706,0.2,0.24,0.56,0.79,1.16,1.47,0.09,0.11,0.27,0.38,0.57,0.73,0.05,0.06,0.14,0.2,0.3,0.39,0.03,0.04,0.08,0.12,0.17,0.23
22.97978,40.64523,0.112,0.138,0.287,0.387,0.555,0.72,0.2,0.25,0.56,0.81,1.16,1.48,0.09,0.11,0.27,0.38,0.57,0.73,0.05,0.06,0.14,0.2,0.3,0.39,0.03,0.04,0.08,0.12,0.17,0.23
22.97978,40.63523,0.12,0.148,0.305,0.417,0.609,0.786,0.22,0.27,0.61,0.87,1.25,1.6,0.1,0.12,0.3,0.43,0.63,0.82,0.05,0.06,0.16,0.22,0.33,0.44,0.03,0.04,0.09,0.13,0.2,0.26
22.98978,40.66523,0.112,0.137,0.288,0.387,0.55,0.711,0.2,0.24,0.56,0.8,1.16,1.48,0.09,0.11,0.28,0.38,0.57,0.74,0.05,0.06,0.14,0.2,0.3,0.39,0.03,0.04,0.08,0.12,0.17,0.23
22.98978,40.65523,0.112,0.137,0.288,0.387,0.55,0.713,0.2,0.24,0.56,0.8,1.16,1.48,0.09,0.11,0.28,0.38,0.57,0.74,0.05,0.06,0.14,0.2,0.3,0.39,0.03,0.04,0.08,0.12,0.17,0.23
22.98978,40.61523,0.114,0.14,0.287,0.391,0.57,0.738,0.2,0.25,0.57,0.81,1.16,1.48,0.09,0.11,0.27,0.39,0.57,0.73,0.05,0.06,0.14,0.2,0.3,0.39,0.03,0.04,0.08,0.12,0.17,0.23
22.99978,40.66523,0.112,0.137,0.288,0.387,0.554,0.721,0.2,0.24,0.56,0.8,1.17,1.49,0.09,0.11,0.28,0.38,0.57,0.74,0.05,0.06,0.14,0.2,0.3,0.39,0.03,0.04,0.08,0.12,0.18,0.23
22.99978,40.65523,0.113,0.138,0.288,0.387,0.554,0.72,0.2,0.25,0.56,0.8,1.17,1.49,0.09,0.11,0.28,0.39,0.58,0.74,0.05,0.06,0.14,0.2,0.3,0.39,0.03,0.04,0.08,0.12,0.18,0.23
22.99978,40.61523,0.115,0.14,0.287,0.388,0.56,0.724,0.2,0.25,0.57,0.81,1.16,1.47,0.09,0.11,0.27,0.39,0.57,0.73,0.05,0.06,0.14,0.2,0.3,0.39,0.03,0.04,0.08,0.12,0.18,0.23
22.99978,40.60523,0.12,0.149,0.304,0.408,0.575,0.733,0.22,0.27,0.6,0.85,1.24,1.58,0.1,0.12,0.3,0.43,0.62,0.81,0.05,0.06,0.16,0.22,0.33,0.43,0.03,0.04,0.09,0.13,0.19,0.25
23.00978,40.60523,0.121,0.149,0.304,0.408,0.575,0.731,0.22,0.27,0.61,0.85,1.23,1.58,0.1,0.12,0.3,0.43,0.62,0.81,0.05,0.06,0.16,0.22,0.33,0.43,0.03,0.04,0.09,0.13,0.19,0.25
23.01978,40.60523,0.122,0.149,0.304,0.408,0.573,0.73,0.22,0.27,0.61,0.86,1.23,1.57,0.1,0.12,0.3,0.43,0.62,0.81,0.05,0.06,0.16,0.22,0.33,0.43,0.03,0.04,0.09,0.13,0.19,0.25
23.01978,40.59523,0.121,0.148,0.305,0.404,0.562,0.715,0.22,0.27,0.6,0.83,1.22,1.57,0.1,0.12,0.3,0.42,0.62,0.8,0.05,0.06,0.16,0.22,0.32,0.42,0.03,0.04,0.09,0.13,0.19,0.25
23.02978,40.60523,0.123,0.15,0.303,0.407,0.578,0.742,0.22,0.27,0.61,0.86,1.24,1.57,0.1,0.12,0.3,0.43,0.63,0.81,0.05,0.06,0.16,0.22,0.33,0.43,0.03,0.04,0.09,0.13,0.2,0.26
23.02978,40.59523,0.121,0.149,0.304,0.403,0.564,0.725,0.22,0.27,0.6,0.84,1.23,1.57,0.1,0.12,0.3,0.43,0.62,0.8,0.05,0.06,0.16,0.22,0.33,0.43,0.03,0.04,0.09,0.13,0.19,0.25
23.03978,40.59523,0.122,0.15,0.304,0.407,0.572,0.728,0.22,0.27,0.61,0.85,1.23,1.57,0.1,0.12,0.3,0.43,0.62,0.81,0.05,0.06,0.16,0.22,0.33,0.43,0.03,0.04,0.09,0.13,0.19,0.25
23.03978,40.58523,0.121,0.148,0.304,0.404,0.555,0.695,0.22,0.27,0.59,0.82,1.21,1.56,0.1,0.12,0.3,0.42,0.61,0.79,0.05,0.06,0.16,0.22,0.32,0.42,0.03,0.04,0.09,0.13,0.19,0.25
23.04978,40.60523,0.124,0.151,0.303,0.421,0.617,0.791,0.22,0.28,0.62,0.88,1.24,1.59,0.1,0.13,0.3,0.44,0.64,0.82,0.05,0.06,0.16,0.23,0.34,0.44,0.03,0.04,0.1,0.14,0.2,0.26
23.04978,40.59523,0.123,0.15,0.304,0.407,0.576,0.738,0.22,0.27,0.61,0.86,1.24,1.57,0.1,0.13,0.3,0.43,0.63,0.81,0.05,0.06,0.16,0.22,0.33,0.43,0.03,0.04,0.09,0.13,0.19,0.26
22.95978,40.56523,0.145,0.179,0.387,0.519,0.714,0.875,0.27,0.34,0.76,1.04,1.46,1.86,0.15,0.18,0.41,0.58,0.87,1.13,0.08,0.1,0.22,0.31,0.48,0.62,0.05,0.06,0.14,0.2,0.29,0.39
22.97978,40.55523,0.146,0.18,0.388,0.519,0.714,0.876,0.27,0.34,0.76,1.04,1.45,1.84,0.15,0.18,0.41,0.58,0.86,1.12,0.08,0.1,0.22,0.31,0.47,0.61,0.05,0.06,0.14,0.19,0.29,0.38
22.97978,40.54523,0.147,0.181,0.39,0.519,0.713,0.874,0.28,0.34,0.77,1.06,1.46,1.85,0.15,0.18,0.42,0.59,0.87,1.13,0.08,0.1,0.22,0.31,0.47,0.61,0.05,0.06,0.14,0.2,0.28,0.37
22.96978,40.57523,0.146,0.18,0.387,0.518,0.714,0.876,0.27,0.34,0.76,1.04,1.48,1.92,0.15,0.18,0.41,0.6,0.88,1.14,0.08,0.1,0.22,0.33,0.49,0.63,0.05,0.06,0.14,0.2,0.3,0.39
22.96978,40.56523,0.145,0.179,0.386,0.518,0.714,0.876,0.27,0.34,0.76,1.04,1.45,1.85,0.15,0.18,0.41,0.58,0.86,1.13,0.08,0.1,0.22,0.31,0.48,0.62,0.05,0.06,0.14,0.19,0.29,0.38
22.97978,40.56523,0.146,0.18,0.387,0.52,0.717,0.881,0.27,0.34,0.76,1.04,1.45,1.86,0.15,0.18,0.41,0.58,0.87,1.14,0.08,0.1,0.22,0.32,0.48,0.62,0.05,0.06,0.14,0.2,0.29,0.39
22.98978,40.55523,0.146,0.18,0.388,0.519,0.715,0.878,0.28,0.34,0.76,1.04,1.45,1.84,0.15,0.18,0.41,0.58,0.86,1.12,0.08,0.1,0.22,0.31,0.47,0.61,0.05,0.06,0.14,0.19,0.29,0.38
22.98978,40.54523,0.146,0.181,0.389,0.518,0.711,0.871,0.28,0.34,0.77,1.06,1.45,1.83,0.15,0.18,0.41,0.59,0.86,1.11,0.08,0.1,0.22,0.31,0.46,0.61,0.05,0.06,0.14,0.19,0.28,0.37
22.97978,40.57523,0.144,0.177,0.381,0.51,0.702,0.861,0.27,0.33,0.75,1.02,1.45,1.88,0.14,0.17,0.4,0.58,0.86,1.11,0.08,0.1,0.21,0.32,0.47,0.6,0.05,0.06,0.13,0.19,0.29,0.37
22.98978,40.58523,0.139,0.171,0.364,0.488,0.665,0.819,0.26,0.32,0.72,0.97,1.44,1.86,0.13,0.16,0.38,0.54,0.8,1.04,0.07,0.09,0.2,0.3,0.43,0.56,0.05,0.06,0.12,0.18,0.27,0.35
22.98978,40.57523,0.144,0.178,0.381,0.51,0.704,0.864,0.27,0.33,0.75,1.02,1.46,1.89,0.14,0.17,0.4,0.58,0.86,1.11,0.08,0.1,0.21,0.32,0.47,0.61,0.05,0.06,0.13,0.19,0.29,0.37
22.98978,40.56523,0.144,0.176,0.379,0.511,0.704,0.864,0.27,0.33,0.75,1.01,1.42,1.81,0.14,0.17,0.4,0.56,0.84,1.1,0.08,0.1,0.21,0.31,0.46,0.6,0.05,0.06,0.13,0.19,0.28,0.37
22.99978,40.59523,0.125,0.155,0.322,0.428,0.593,0.751,0.23,0.28,0.63,0.88,1.29,1.66,0.11,0.13,0.32,0.45,0.67,0.86,0.06,0.07,0.17,0.24,0.35,0.46,0.04,0.04,0.1,0.14,0.21,0.28
22.99978,40.58523,0.14,0.172,0.364,0.488,0.665,0.818,0.26,0.32,0.72,0.98,1.44,1.86,0.13,0.16,0.38,0.55,0.8,1.04,0.07,0.09,0.2,0.3,0.44,0.56,0.05,0.06,0.12,0.18,0.27,0.35
22.99978,40.57523,0.138,0.17,0.365,0.49,0.668,0.823,0.26,0.31,0.7,0.96,1.38,1.79,0.13,0.16,0.37,0.53,0.79,1.03,0.07,0.09,0.2,0.29,0.43,0.55,0.05,0.06,0.12,0.17,0.26,0.34
23.00978,40.59523,0.126,0.156,0.322,0.427,0.591,0.746,0.23,0.28,0.63,0.88,1.29,1.66,0.11,0.13,0.32,0.46,0.67,0.87,0.06,0.07,0.17,0.25,0.35,0.46,0.04,0.04,0.1,0.15,0.21,0.28
23.00978,40.58523,0.125,0.153,0.322,0.429,0.586,0.728,0.23,0.28,0.62,0.86,1.25,1.63,0.11,0.13,0.31,0.45,0.66,0.85,0.06,0.07,0.17,0.24,0.35,0.45,0.04,0.04,0.1,0.14,0.21,0.27
23.00978,40.57523,0.139,0.171,0.365,0.489,0.666,0.82,0.26,0.32,0.71,0.97,1.39,1.79,0.13,0.16,0.37,0.53,0.79,1.03,0.07,0.09,0.2,0.29,0.43,0.56,0.05,0.06,0.12,0.18,0.26,0.34
23.01978,40.58523,0.125,0.154,0.322,0.428,0.584,0.725,0.23,0.28,0.62,0.86,1.26,1.63,0.11,0.13,0.31,0.45,0.66,0.86,0.06,0.07,0.17,0.24,0.35,0.46,0.04,0.04,0.1,0.14,0.21,0.27
23.01978,40.57523,0.14,0.172,0.364,0.487,0.663,0.815,0.26,0.32,0.71,0.97,1.4,1.81,0.13,0.16,0.38,0.54,0.8,1.03,0.07,0.09,0.2,0.29,0.43,0.55,0.05,0.06,0.12,0.18,0.26,0.34
23.01978,40.56523,0.139,0.17,0.364,0.487,0.663,0.815,0.26,0.32,0.7,0.96,1.35,1.73,0.13,0.16,0.37,0.52,0.78,1.01,0.07,0.09,0.2,0.29,0.43,0.55,0.05,0.06,0.12,0.17,0.26,0.34
23.02978,40.58523,0.126,0.155,0.321,0.426,0.581,0.722,0.23,0.28,0.62,0.87,1.27,1.64,0.11,0.13,0.32,0.45,0.66,0.86,0.06,0.07,0.17,0.24,0.35,0.45,0.04,0.04,0.1,0.15,0.21,0.27
23.02978,40.57523,0.141,0.173,0.363,0.486,0.659,0.81,0.26,0.32,0.71,0.97,1.41,1.82,0.13,0.16,0.38,0.54,0.8,1.03,0.07,0.09,0.2,0.3,0.43,0.56,0.05,0.06,0.12,0.18,0.27,0.34
23.02978,40.56523,0.14,0.171,0.363,0.486,0.659,0.81,0.26,0.32,0.71,0.97,1.36,1.75,0.13,0.16,0.37,0.53,0.78,1.02,0.07,0.09,0.2,0.29,0.43,0.55,0.05,0.06,0.12,0.17,0.26,0.34
23.02978,40.55523,0.139,0.171,0.363,0.484,0.657,0.807,0.26,0.32,0.71,0.96,1.34,1.69,0.13,0.16,0.37,0.52,0.77,1,0.07,0.09,0.19,0.28,0.42,0.55,0.05,0.06,0.12,0.17,0.26,0.34
23.03978,40.57523,0.126,0.154,0.321,0.426,0.581,0.719,0.23,0.28,0.62,0.85,1.24,1.62,0.11,0.13,0.31,0.45,0.66,0.85,0.06,0.07,0.17,0.24,0.35,0.45,0.04,0.04,0.1,0.14,0.21,0.27
22.87978,40.68523,0.155,0.19,0.419,0.563,0.775,0.959,0.3,0.36,0.83,1.15,1.62,2,0.17,0.21,0.47,0.67,0.99,1.29,0.1,0.12,0.25,0.37,0.55,0.72,0.06,0.07,0.16,0.23,0.35,0.44
22.91978,40.63523,0.158,0.195,0.413,0.549,0.753,0.926,0.3,0.37,0.84,1.15,1.63,2.1,0.17,0.2,0.48,0.69,1.02,1.33,0.09,0.11,0.26,0.38,0.56,0.72,0.06,0.07,0.16,0.23,0.34,0.45
22.93978,40.71523,0.142,0.176,0.371,0.497,0.714,0.917,0.27,0.33,0.76,1.09,1.58,1.98,0.14,0.17,0.42,0.6,0.87,1.14,0.08,0.09,0.23,0.32,0.47,0.62,0.05,0.06,0.14,0.2,0.29,0.37
22.93978,40.57523,0.149,0.183,0.397,0.532,0.729,0.895,0.28,0.35,0.78,1.08,1.51,1.95,0.15,0.19,0.43,0.61,0.92,1.2,0.09,0.11,0.23,0.33,0.51,0.66,0.06,0.07,0.15,0.21,0.31,0.41
22.94978,40.61523,0.171,0.212,0.437,0.586,0.837,1.08,0.33,0.4,0.91,1.28,1.88,2.4,0.19,0.23,0.54,0.79,1.15,1.49,0.1,0.13,0.3,0.43,0.64,0.83,0.07,0.08,0.18,0.27,0.39,0.51
22.97978,40.68523,0.145,0.178,0.375,0.504,0.73,0.943,0.27,0.33,0.77,1.11,1.59,2.02,0.14,0.17,0.43,0.6,0.9,1.16,0.08,0.09,0.23,0.33,0.49,0.64,0.05,0.06,0.14,0.2,0.3,0.39
23.03978,40.56523,0.14,0.173,0.363,0.484,0.656,0.806,0.26,0.32,0.71,0.97,1.37,1.77,0.13,0.16,0.37,0.53,0.79,1.03,0.07,0.09,0.2,0.29,0.43,0.55,0.05,0.06,0.12,0.18,0.26,0.34
21.54405,41.62211,0.053,0.064,0.143,0.206,0.316,0.432,0.11,0.13,0.28,0.39,0.58,0.78,0.06,0.07,0.14,0.2,0.29,0.38,0.03,0.04,0.08,0.11,0.16,0.2,0.02,0.02,0.05,0.07,0.09,0.12
21.54405,41.57211,0.062,0.075,0.167,0.243,0.369,0.498,0.13,0.15,0.33,0.46,0.7,0.94,0.08,0.09,0.19,0.26,0.38,0.5,0.04,0.05,0.11,0.15,0.21,0.27,0.03,0.03,0.07,0.09,0.13,0.17
21.54405,41.52211,0.053,0.063,0.142,0.204,0.306,0.411,0.1,0.13,0.27,0.38,0.57,0.76,0.06,0.07,0.14,0.19,0.28,0.37,0.03,0.04,0.08,0.11,0.15,0.2,0.02,0.02,0.05,0.07,0.09,0.12
21.54405,41.47211,0.055,0.066,0.149,0.215,0.328,0.441,0.11,0.13,0.28,0.4,0.6,0.81,0.06,0.07,0.15,0.2,0.3,0.39,0.03,0.04,0.08,0.11,0.16,0.21,0.02,0.03,0.05,0.07,0.1,0.13
21.54405,41.42211,0.058,0.07,0.157,0.226,0.345,0.464,0.12,0.14,0.3,0.43,0.64,0.85,0.06,0.08,0.16,0.22,0.33,0.44,0.04,0.04,0.09,0.12,0.18,0.23,0.02,0.03,0.06,0.08,0.11,0.14
21.54405,41.37211,0.064,0.078,0.175,0.25,0.376,0.506,0.13,0.16,0.34,0.48,0.72,0.95,0.07,0.09,0.18,0.26,0.38,0.5,0.04,0.05,0.1,0.14,0.21,0.27,0.03,0.03,0.07,0.09,0.13,0.16
21.54405,41.32211,0.075,0.091,0.212,0.307,0.471,0.628,0.15,0.19,0.41,0.59,0.89,1.18,0.09,0.11,0.23,0.33,0.49,0.65,0.05,0.06,0.13,0.18,0.27,0.35,0.03,0.04,0.08,0.11,0.17,0.21
21.54405,41.27211,0.074,0.09,0.206,0.293,0.432,0.568,0.15,0.18,0.4,0.57,0.84,1.1,0.09,0.1,0.22,0.31,0.46,0.61,0.05,0.06,0.12,0.17,0.25,0.33,0.03,0.04,0.08,0.11,0.15,0.2
21.54405,41.22211,0.075,0.091,0.216,0.317,0.487,0.641,0.15,0.18,0.41,0.59,0.89,1.18,0.08,0.1,0.21,0.31,0.46,0.61,0.05,0.06,0.12,0.16,0.24,0.32,0.03,0.04,0.07,0.1,0.15,0.19
21.54405,41.17211,0.084,0.102,0.236,0.335,0.492,0.635,0.17,0.2,0.45,0.64,0.96,1.25,0.1,0.11,0.25,0.35,0.53,0.69,0.05,0.06,0.14,0.19,0.28,0.37,0.03,0.04,0.08,0.12,0.17,0.22
21.54405,41.12211,0.083,0.102,0.243,0.346,0.518,0.686,0.16,0.2,0.45,0.64,0.95,1.25,0.09,0.11,0.23,0.33,0.49,0.64,0.05,0.06,0.13,0.17,0.26,0.33,0.03,0.04,0.08,0.11,0.15,0.2
21.54405,41.07211,0.088,0.108,0.245,0.341,0.495,0.632,0.17,0.21,0.47,0.66,0.95,1.22,0.09,0.11,0.25,0.34,0.5,0.66,0.05,0.06,0.13,0.18,0.27,0.34,0.03,0.04,0.08,0.11,0.16,0.2
21.54405,41.02211,0.085,0.104,0.24,0.35,0.492,0.597,0.16,0.2,0.44,0.63,0.95,1.23,0.09,0.1,0.23,0.31,0.47,0.62,0.05,0.06,0.12,0.17,0.24,0.32,0.03,0.03,0.07,0.1,0.14,0.19
21.54405,40.97211,0.096,0.118,0.256,0.356,0.515,0.652,0.19,0.23,0.5,0.68,0.97,1.25,0.1,0.12,0.27,0.36,0.52,0.67,0.06,0.07,0.14,0.19,0.28,0.36,0.04,0.04,0.09,0.12,0.16,0.21
21.54405,40.92211,0.107,0.132,0.299,0.43,0.634,0.795,0.21,0.26,0.57,0.79,1.15,1.51,0.12,0.14,0.31,0.43,0.62,0.81,0.07,0.08,0.17,0.23,0.33,0.42,0.04,0.05,0.1,0.14,0.2,0.25
21.54405,40.87211,0.112,0.138,0.311,0.425,0.611,0.788,0.22,0.27,0.6,0.83,1.19,1.54,0.12,0.15,0.33,0.46,0.67,0.88,0.07,0.08,0.18,0.25,0.36,0.47,0.04,0.05,0.11,0.15,0.22,0.28
21.54405,40.82211,0.124,0.155,0.355,0.523,0.755,0.933,0.24,0.3,0.68,0.97,1.48,1.94,0.14,0.17,0.39,0.55,0.84,1.12,0.08,0.1,0.21,0.3,0.45,0.61,0.05,0.06,0.13,0.18,0.27,0.36
21.54405,40.77211,0.121,0.15,0.331,0.467,0.694,0.871,0.23,0.29,0.64,0.9,1.35,1.78,0.13,0.16,0.35,0.5,0.77,1.03,0.07,0.09,0.19,0.28,0.42,0.55,0.05,0.05,0.12,0.17,0.25,0.33
21.54405,40.72211,0.116,0.143,0.337,0.491,0.677,0.831,0.22,0.27,0.61,0.88,1.3,1.66,0.12,0.14,0.32,0.46,0.69,0.92,0.06,0.08,0.17,0.25,0.36,0.48,0.04,0.05,0.1,0.15,0.22,0.28
21.54405,40.67211,0.101,0.125,0.273,0.387,0.558,0.704,0.19,0.23,0.51,0.71,1.08,1.36,0.09,0.11,0.25,0.35,0.53,0.71,0.05,0.06,0.13,0.19,0.28,0.37,0.03,0.04,0.08,0.11,0.16,0.22
21.54405,40.62211,0.119,0.145,0.345,0.492,0.672,0.825,0.23,0.27,0.62,0.89,1.3,1.66,0.12,0.14,0.32,0.45,0.69,0.93,0.06,0.08,0.17,0.24,0.36,0.49,0.04,0.05,0.1,0.15,0.22,0.28
21.54405,40.57211,0.107,0.13,0.284,0.401,0.571,0.718,0.2,0.24,0.52,0.74,1.09,1.39,0.1,0.12,0.26,0.36,0.54,0.72,0.05,0.06,0.14,0.19,0.28,0.37,0.03,0.04,0.08,0.12,0.17,0.22
21.54405,40.52211,0.114,0.138,0.332,0.462,0.629,0.774,0.21,0.26,0.58,0.83,1.21,1.52,0.11,0.13,0.29,0.41,0.61,0.79,0.06,0.07,0.15,0.21,0.32,0.41,0.04,0.04,0.09,0.13,0.19,0.25
21.54405,40.47211,0.098,0.121,0.265,0.37,0.525,0.657,0.18,0.22,0.48,0.67,0.97,1.24,0.09,0.1,0.23,0.32,0.47,0.61,0.05,0.05,0.12,0.17,0.24,0.31,0.03,0.03,0.07,0.1,0.14,0.18
21.54405,40.42211,0.098,0.122,0.29,0.402,0.552,0.68,0.18,0.22,0.51,0.72,1.05,1.31,0.09,0.1,0.23,0.33,0.49,0.64,0.05,0.05,0.12,0.17,0.25,0.32,0.03,0.03,0.07,0.1,0.14,0.19
21.54405,40.37211,0.1,0.123,0.273,0.379,0.538,0.681,0.18,0.23,0.5,0.7,1,1.28,0.09,0.11,0.24,0.33,0.49,0.64,0.05,0.06,0.12,0.17,0.25,0.33,0.03,0.03,0.07,0.1,0.15,0.19
21.54405,40.32211,0.116,0.143,0.349,0.499,0.684,0.839,0.22,0.27,0.62,0.89,1.3,1.65,0.11,0.14,0.31,0.45,0.68,0.9,0.06,0.07,0.16,0.23,0.36,0.48,0.04,0.05,0.1,0.14,0.21,0.27
21.54405,40.27211,0.101,0.124,0.281,0.39,0.547,0.68,0.18,0.23,0.51,0.73,1.05,1.32,0.09,0.11,0.25,0.35,0.52,0.67,0.05,0.06,0.13,0.18,0.27,0.35,0.03,0.04,0.08,0.11,0.16,0.21
21.54405,40.22211,0.12,0.149,0.359,0.474,0.639,0.783,0.23,0.28,0.66,0.91,1.26,1.57,0.12,0.15,0.34,0.49,0.7,0.88,0.07,0.08,0.18,0.26,0.38,0.49,0.04,0.05,0.11,0.15,0.23,0.29
21.54405,40.17211,0.12,0.147,0.341,0.466,0.631,0.774,0.23,0.27,0.63,0.88,1.24,1.56,0.12,0.15,0.33,0.47,0.69,0.88,0.07,0.08,0.18,0.25,0.37,0.48,0.04,0.05,0.11,0.15,0.22,0.28
21.54405,40.12211,0.117,0.147,0.344,0.451,0.609,0.75,0.22,0.27,0.64,0.87,1.2,1.5,0.11,0.14,0.33,0.47,0.66,0.83,0.06,0.08,0.17,0.25,0.36,0.46,0.04,0.05,0.1,0.15,0.21,0.27
21.54405,40.07211,0.125,0.154,0.36,0.489,0.661,0.81,0.24,0.29,0.68,0.94,1.31,1.65,0.13,0.16,0.36,0.52,0.75,0.97,0.07,0.09,0.19,0.28,0.42,0.54,0.05,0.06,0.12,0.17,0.25,0.33
21.54405,40.02211,0.112,0.14,0.33,0.434,0.587,0.729,0.21,0.26,0.61,0.84,1.17,1.5,0.11,0.13,0.31,0.45,0.63,0.84,0.06,0.07,0.16,0.24,0.35,0.45,0.04,0.05,0.1,0.14,0.2,0.27
21.54405,39.97211,0.103,0.127,0.298,0.407,0.559,0.694,0.19,0.23,0.54,0.77,1.09,1.36,0.1,0.12,0.27,0.39,0.57,0.73,0.06,0.07,0.14,0.2,0.3,0.4,0.04,0.04,0.09,0.12,0.18,0.24
21.54405,39.92211,0.107,0.133,0.309,0.409,0.552,0.68,0.2,0.25,0.59,0.81,1.11,1.38,0.11,0.13,0.3,0.43,0.63,0.78,0.06,0.08,0.16,0.23,0.34,0.44,0.04,0.05,0.1,0.14,0.2,0.26
21.54405,39.87211,0.099,0.12,0.273,0.376,0.518,0.634,0.19,0.23,0.51,0.72,1.04,1.3,0.1,0.12,0.27,0.37,0.54,0.7,0.06,0.07,0.15,0.2,0.29,0.38,0.04,0.05,0.09,0.12,0.18,0.23
21.54405,39.82211,0.099,0.121,0.285,0.413,0.59,0.737,0.19,0.23,0.53,0.75,1.13,1.49,0.11,0.13,0.28,0.4,0.6,0.8,0.07,0.08,0.16,0.22,0.32,0.42,0.04,0.05,0.1,0.14,0.2,0.25
21.54405,39.77211,0.092,0.111,0.248,0.347,0.499,0.637,0.18,0.22,0.47,0.66,0.96,1.24,0.1,0.12,0.26,0.36,0.52,0.68,0.06,0.07,0.15,0.2,0.29,0.37,0.04,0.05,0.09,0.13,0.18,0.23
21.54405,39.72211,0.099,0.119,0.27,0.385,0.572,0.759,0.2,0.24,0.52,0.74,1.09,1.42,0.12,0.14,0.3,0.42,0.61,0.8,0.07,0.09,0.18,0.24,0.35,0.45,0.05,0.06,0.11,0.15,0.22,0.28
21.59405,41.62211,0.053,0.064,0.143,0.208,0.323,0.442,0.1,0.13,0.28,0.39,0.59,0.79,0.06,0.07,0.14,0.2,0.29,0.38,0.03,0.04,0.08,0.11,0.15,0.2,0.02,0.02,0.05,0.07,0.09,0.12
21.59405,41.57211,0.053,0.064,0.142,0.21,0.326,0.446,0.11,0.13,0.27,0.38,0.59,0.8,0.06,0.07,0.14,0.2,0.29,0.38,0.03,0.04,0.08,0.11,0.16,0.21,0.02,0.02,0.05,0.07,0.1,0.12
21.59405,41.52211,0.052,0.062,0.14,0.202,0.31,0.417,0.1,0.12,0.27,0.37,0.57,0.77,0.06,0.07,0.14,0.19,0.28,0.37,0.03,0.04,0.08,0.1,0.15,0.2,0.02,0.02,0.05,0.07,0.09,0.12
21.59405,41.47211,0.056,0.068,0.154,0.228,0.356,0.49,0.11,0.14,0.29,0.42,0.64,0.87,0.06,0.07,0.15,0.21,0.32,0.43,0.04,0.04,0.09,0.12,0.18,0.23,0.02,0.03,0.06,0.07,0.11,0.14
21.59405,41.42211,0.06,0.071,0.159,0.229,0.348,0.475,0.12,0.14,0.31,0.44,0.65,0.87,0.07,0.08,0.17,0.23,0.34,0.45,0.04,0.05,0.09,0.13,0.19,0.24,0.03,0.03,0.06,0.08,0.12,0.15
21.59405,41.37211,0.07,0.084,0.188,0.275,0.427,0.587,0.14,0.17,0.37,0.52,0.8,1.08,0.09,0.1,0.21,0.3,0.44,0.58,0.05,0.06,0.12,0.17,0.25,0.33,0.03,0.04,0.08,0.11,0.15,0.2
21.59405,41.32211,0.058,0.07,0.16,0.231,0.358,0.493,0.12,0.14,0.3,0.43,0.65,0.87,0.06,0.07,0.15,0.21,0.32,0.43,0.04,0.04,0.08,0.12,0.17,0.22,0.02,0.03,0.05,0.07,0.1,0.13
21.59405,41.27211,0.06,0.073,0.163,0.232,0.35,0.469,0.12,0.14,0.31,0.44,0.65,0.86,0.06,0.07,0.16,0.22,0.32,0.43,0.04,0.04,0.09,0.12,0.17,0.22,0.02,0.03,0.05,0.07,0.1,0.13
21.59405,41.22211,0.07,0.085,0.198,0.289,0.449,0.605,0.14,0.17,0.38,0.54,0.82,1.1,0.08,0.09,0.2,0.28,0.42,0.56,0.04,0.05,0.11,0.15,0.22,0.29,0.03,0.03,0.07,0.09,0.13,0.17
21.59405,41.17211,0.069,0.084,0.189,0.266,0.392,0.513,0.13,0.16,0.36,0.5,0.74,0.97,0.07,0.08,0.18,0.26,0.38,0.49,0.04,0.05,0.1,0.14,0.2,0.26,0.03,0.03,0.06,0.08,0.12,0.15
21.59405,41.12211,0.082,0.1,0.234,0.335,0.508,0.679,0.16,0.2,0.44,0.63,0.93,1.22,0.09,0.11,0.24,0.33,0.49,0.64,0.05,0.06,0.13,0.18,0.26,0.33,0.03,0.04,0.08,0.11,0.15,0.2
21.59405,41.07211,0.078,0.095,0.215,0.299,0.434,0.563,0.15,0.18,0.41,0.57,0.82,1.07,0.08,0.1,0.21,0.29,0.42,0.55,0.05,0.05,0.11,0.15,0.22,0.29,0.03,0.03,0.07,0.09,0.13,0.17
21.59405,41.02211,0.084,0.104,0.234,0.344,0.49,0.597,0.17,0.2,0.44,0.62,0.94,1.22,0.09,0.11,0.23,0.32,0.48,0.64,0.05,0.06,0.12,0.17,0.25,0.33,0.03,0.04,0.07,0.1,0.15,0.19
